Tracing "xfs_file_aio_read"... Ctrl-C to end.
  3)               |  xfs_file_aio_read() {
  0)   0.767 us    |                  }
  0)   1.408 us    |                }
  0)   2.023 us    |              }
  0)               |              xfs_get_blocks_direct() {
  0)               |                __xfs_get_blocks() {
  0)               |                  xfs_ilock_map_shared() {
  0)               |                    xfs_ilock() {
  0)               |                      down_read() {
  0)   0.223 us    |                        _cond_resched();
  0)   0.682 us    |                      }
  0)   1.149 us    |                    }
  0)   1.605 us    |                  }
  0)               |                  xfs_bmapi() {
  0)               |                    xfs_bmap_search_extents() {
  0)               |                      xfs_bmap_search_multi_extents() {
  0)               |                        xfs_iext_bno_to_ext() {
  0)   0.225 us    |                          xfs_bmbt_get_startoff();
  0)   0.223 us    |                          xfs_bmbt_get_blockcount();
  0)   1.262 us    |                        }
  0)               |                        xfs_bmbt_get_all() {
  0)   0.229 us    |                          __xfs_bmbt_get_all();
  0)   0.697 us    |                        }
  0)   2.717 us    |                      }
  0)   3.199 us    |                    }
  0)   4.167 us    |                  }
  0)               |                  xfs_iunlock() {
  0)   0.228 us    |                    up_read();
  0)   0.701 us    |                  }
  0)   0.253 us    |                  xfs_map_buffer();
  0)   0.225 us    |                  xfs_find_bdev_for_inode();
  0)   8.496 us    |                }
  0)   9.013 us    |              }
  0)   0.229 us    |              get_page();
  0)   0.493 us    |              put_page();
  0) + 13.648 us   |            }
  0)               |            dio_new_bio() {
  0)   0.242 us    |              bio_get_nr_vecs();
  0)               |              bio_alloc() {
  0)               |                bio_alloc_bioset() {
  0)               |                  mempool_alloc() {
  0)   0.227 us    |                    _cond_resched();
  0)               |                    mempool_alloc_slab() {
  0)   0.375 us    |                      kmem_cache_alloc();
  0)   0.838 us    |                    }
  0)   1.867 us    |                  }
  0)   0.232 us    |                  bio_init();
  0)   2.829 us    |                }
  0)   3.320 us    |              }
  0)   4.371 us    |            }
  0)               |            bio_add_page() {
  0)   0.300 us    |              __bio_add_page();
  0)   0.774 us    |            }
  0)   0.227 us    |            get_page();
  0)   0.227 us    |            put_page();
  0)   0.230 us    |            _spin_lock_irqsave();
  0)   0.232 us    |            _spin_unlock_irqrestore();
  0)               |            submit_bio() {
  0)               |              generic_make_request() {
  0)   0.270 us    |                _cond_resched();
  0)               |                blk_throtl_bio() {
  0)   0.226 us    |                  task_blkio_cgroup();
  0)               |                  throtl_find_tg() {
  0)   0.270 us    |                    __throtl_tg_fill_dev_details();
  0)   0.767 us    |                  }
  0)   0.352 us    |                  blkiocg_update_dispatch_stats();
  0)   2.383 us    |                }
  0)               |                blk_queue_bio() {
  0)   0.329 us    |                  blk_queue_bounce();
  0)   0.248 us    |                  bio_integrity_enabled();
  0)   0.228 us    |                  _spin_lock_irq();
  0)               |                  elv_queue_empty() {
  0)   0.247 us    |                    noop_queue_empty();
  0)   0.825 us    |                  }
  0)               |                  get_request_wait() {
  0)               |                    get_request() {
  0)   0.263 us    |                      elv_may_queue();
  0)               |                      mempool_alloc() {
  0)   0.225 us    |                        }
  0)               |                        mempool_alloc_slab() {
  0)   0.331 us    |                          kmem_cache_alloc();
  0)   0.788 us    |                        }
  0)   1.708 us    |                      }
  0)   0.284 us    |                      blk_rq_init();
  0)   0.242 us    |                      elv_set_request();
  0)   3.838 us    |                    }
  0)   4.339 us    |                  }
  0)               |                  init_request_from_bio() {
  0)               |                    blk_rq_bio_prep() {
  0)               |                      bio_phys_segments() {
  0)               |                        blk_recount_segments() {
  0)   0.322 us    |                          __blk_recalc_rq_segments();
  0)   0.797 us    |                        }
  0)   1.301 us    |                      }
  0)   1.789 us    |                    }
  0)   2.348 us    |                  }
  0)   0.227 us    |                  _spin_lock_irq();
  0)               |                  elv_queue_empty() {
  0)   0.225 us    |                    noop_queue_empty();
  0)   0.731 us    |                  }
  0)               |                  blk_plug_device() {
  0)               |                    mod_timer() {
  0)               |                      lock_timer_base() {
  0)   0.254 us    |                        _spin_lock_irqsave();
  0)   0.707 us    |                      }
  0)   0.251 us    |                      idle_cpu();
  0)   0.240 us    |                      _spin_lock();
  0)   0.265 us    |                      internal_add_timer();
  0)   0.233 us    |                      _spin_unlock_irqrestore();
  0)   3.227 us    |                    }
  0)   3.782 us    |                  }
  0)               |                  drive_stat_acct() {
  0)   0.242 us    |                    disk_map_sector_rcu();
  0)   0.270 us    |                    part_round_stats();
  0)   1.275 us    |                  }
  0)               |                  __elv_add_request() {
  0)               |                    elv_insert() {
  0)   0.354 us    |                      elv_rqhash_add();
  0)   0.247 us    |                      noop_add_request();
  0)   1.465 us    |                    }
  0)   1.974 us    |                  }
  0) + 19.519 us   |                }
  0) + 23.385 us   |              }
  0) + 23.888 us   |            }
  0)               |            blk_backing_dev_unplug() {
  0)               |              blk_unplug() {
  0)               |                generic_unplug_device() {
  0)   0.229 us    |                  _spin_lock_irq();
  0)               |                  __generic_unplug_device() {
  0)               |                    blk_remove_plug() {
  0)               |                      del_timer() {
  0)               |                        lock_timer_base() {
  0)   0.227 us    |                          _spin_lock_irqsave();
  0)   0.675 us    |                        }
  0)   0.235 us    |                        _spin_unlock_irqrestore();
  0)   1.613 us    |                      }
  0)   2.085 us    |                    }
  0)               |                    scsi_request_fn() {
  0)   0.291 us    |                      get_device();
  0)               |                      blk_peek_request() {
  0)               |                        noop_dispatch() {
  0)   0.289 us    |                          elv_dispatch_sort();
  0)   0.782 us    |                        }
  0)               |                        sd_prep_fn() {
  0)               |                          scsi_setup_fs_cmnd() {
  0)   0.234 us    |                            scsi_prep_state_check();
  0)               |                            scsi_get_command() {
  0)   0.232 us    |                              get_device();
  0)               |                              __scsi_get_command() {
  0)               |                                scsi_host_alloc_command() {
  0)   0.390 us    |                                    kmem_cache_alloc();
  0)   0.321 us    |                                    kmem_cache_alloc();
  0)   1.431 us    |                                  }
  0)   1.909 us    |                                }
  0)   2.385 us    |                              }
  0)   0.229 us    |                              _spin_lock_irqsave();
  0)   0.234 us    |                              _spin_unlock_irqrestore();
  0)   4.245 us    |                            }
  0)               |                            scsi_init_io() {
  0)               |                              scsi_init_sgtable() {
  0)               |                                scsi_alloc_sgtable() {
  0)               |                                  scsi_sg_alloc() {
  0)               |                                    mempool_alloc() {
  0)               |                                      mempool_alloc_slab() {
  0)   0.338 us    |                                        kmem_cache_alloc();
  0)   0.866 us    |                                      }
  0)   1.434 us    |                                    }
  0)   1.907 us    |                                  }
  0)   2.595 us    |                                }
  0)   0.330 us    |                                blk_rq_map_sg();
  0)   3.748 us    |                              }
  0)   4.619 us    |                            }
  0) + 10.109 us   |                          }
  0)   0.225 us    |                          scsi_prep_return();
  0) + 11.443 us   |                        }
  0) + 13.137 us   |                      }
  0)               |                      blk_start_request() {
  0)   0.268 us    |                        blk_dequeue_request();
  0)               |                        blk_add_timer() {
  0)               |                          round_jiffies_up() {
  0)   0.249 us    |                            round_jiffies_common();
  0)   0.722 us    |                          }
  0)   1.236 us    |                        }
  0)   2.215 us    |                      }
  0)   0.228 us    |                      _spin_lock();
  0)               |                      scsi_dispatch_cmd() {
  0)   0.256 us    |                        scsi_log_send();
  0)   0.227 us    |                        _spin_lock_irqsave();
  0)               |                        hpsa_scsi_queue_command() {
  0)   0.243 us    |                          _spin_lock_irqsave();
  0)   0.237 us    |                          _spin_unlock_irqrestore();
  0)               |                          cmd_alloc() {
  0)   0.229 us    |                            _spin_lock_irqsave();
  0)   0.237 us    |                            _spin_unlock_irqrestore();
  0)   1.358 us    |                          }
  0)   0.484 us    |                          scsi_dma_map();
  0)               |                          enqueue_cmd_and_start_io() {
  0)   0.240 us    |                            _spin_lock_irqsave();
  0)   0.246 us    |                            _spin_unlock_irqrestore();
  0)   0.227 us    |                            _spin_lock_irqsave();
  0)   0.232 us    |                            SA5_fifo_full();
  0)   0.255 us    |                            _spin_unlock_irqrestore();
  0)   1.142 us    |                            SA5_submit_command();
  0)   0.227 us    |                            _spin_lock_irqsave();
  0)   0.259 us    |                            _spin_unlock_irqrestore();
  0)   5.064 us    |                          }
  0)   9.071 us    |                        }
  0)   0.236 us    |                        _spin_unlock_irqrestore();
  0) + 11.115 us   |                      }
  0)   0.231 us    |                      _spin_lock_irq();
  0)               |                      blk_peek_request() {
  0)   0.255 us    |                        noop_dispatch();
  0)   0.767 us    |                      }
  0)   0.287 us    |                      put_device();
  0)   0.227 us    |                      _spin_lock_irq();
  0) + 31.159 us   |                    }
  0) + 33.988 us   |                  }
  0) + 35.164 us   |                }
  0) + 35.700 us   |              }
  0) + 36.216 us   |            }
  0)   0.225 us    |            _spin_lock_irqsave();
  0)   0.278 us    |            _spin_unlock_irqrestore();
  0)               |            io_schedule() {
  0)               |              __delayacct_blkio_start() {
  0)               |                ktime_get_ts() {
  0)   0.244 us    |                  set_normalized_timespec();
  0)   0.799 us    |                }
  0)   1.334 us    |              }
  0)               |              schedule() {
  0)   0.231 us    |                rcu_sched_qs();
  0)   0.240 us    |                _spin_lock_irq();
  0)               |                deactivate_task() {
  0)               |                  dequeue_task() {
  0)   0.304 us    |                    update_rq_clock();
  0)               |                    dequeue_task_fair() {
  0)               |                      dequeue_entity() {
  0)               |                        update_curr() {
  0)   0.224 us    |                          task_of();
  0)   0.236 us    |                          account_cfs_rq_runtime();
  0)   1.290 us    |                        }
  0)   0.229 us    |                        task_of();
  0)   0.225 us    |                        clear_buddies();
  0)   0.225 us    |                        update_cfs_load();
  0)   0.262 us    |                        update_cfs_shares();
  0)   3.800 us    |                      }
  0)   0.251 us    |                      hrtick_start_fair();
  0)   4.866 us    |                    }
  0)   5.982 us    |                  }
  0)   6.460 us    |                }
  0)   0.294 us    |                update_shares();
  0)   0.227 us    |                _spin_lock();
  0)   1.243 us    |                find_busiest_group();
  0)   0.255 us    |                _spin_lock();
  0)   0.229 us    |                msecs_to_jiffies();
  0)   0.260 us    |                put_prev_task_fair();
  0)   0.251 us    |                pick_next_task_fair();
  0)   0.272 us    |                pick_next_task_stop();
  0)   0.296 us    |                pick_next_task_rt();
  0)   0.240 us    |                pick_next_task_fair();
  0)   0.247 us    |                pick_next_task_idle();
  0)   0.253 us    |                perf_event_task_sched_out();
  0)   0.225 us    |                native_load_sp0();
  0)   0.245 us    |                native_load_tls();
  0)   0.476 us    |                finish_task_switch();
  0) + 55.181 us   |              }
  0)               |              __delayacct_blkio_end() {
  0)               |                delayacct_end() {
  0)               |                  ktime_get_ts() {
  0)   0.267 us    |                    set_normalized_timespec();
  0)   0.765 us    |                  }
  0)   0.251 us    |                  set_normalized_timespec();
  0)   0.228 us    |                  _spin_lock_irqsave();
  0)   0.253 us    |                  _spin_unlock_irqrestore();
  0)   3.006 us    |                }
  0)   3.495 us    |              }
  0) + 61.033 us   |            }
  0)   0.228 us    |            _spin_lock_irqsave();
  0)   0.300 us    |            _spin_unlock_irqrestore();
  0)               |            dio_bio_complete() {
  0)               |              set_page_dirty_lock() {
  0)   0.225 us    |                _cond_resched();
  0)   0.248 us    |                set_page_dirty();
  0)               |                unlock_page() {
  0)   0.227 us    |                  page_waitqueue();
  0)   0.319 us    |                  __wake_up_bit();
  0)   1.228 us    |                }
  0)   2.652 us    |              }
  0)   0.227 us    |              put_page();
  0)               |              bio_put() {
  0)               |                bio_fs_destructor() {
  0)               |                  bio_free() {
  0)               |                    mempool_free() {
  0)   0.270 us    |                        kmem_cache_free();
  0)   0.709 us    |                      }
  0)   1.174 us    |                    }
  0)   1.640 us    |                  }
  0)   2.100 us    |                }
  0)   2.601 us    |              }
  0)   6.480 us    |            }
  0)   0.257 us    |            _spin_lock_irqsave();
  0)   0.236 us    |            _spin_unlock_irqrestore();
  0)   0.232 us    |            _spin_lock_irqsave();
  0)   0.236 us    |            _spin_unlock_irqrestore();
  0)   0.260 us    |            dio_complete();
  0)   0.265 us    |            kmem_cache_free();
  0) ! 169.382 us  |          }
  0) ! 169.975 us  |        }
  0) ! 171.135 us  |      }
  0)   0.272 us    |      touch_atime();
  0) ! 179.784 us  |    }
  0)               |    xfs_rw_iunlock() {
  0)               |      xfs_iunlock() {
  0)   0.244 us    |        up_read();
  0)   0.775 us    |      }
  0)   1.248 us    |    }
  0) ! 204.531 us  |  }
  0)               |  xfs_file_aio_read() {
  0)   0.657 us    |    generic_segment_checks();
  0)               |    xfs_rw_ilock() {
  0)               |      xfs_ilock() {
  0)               |        down_read() {
  0)   0.443 us    |          _cond_resched();
  0)   1.347 us    |        }
  0)   2.343 us    |      }
  0)   3.420 us    |    }
  0)               |    xfs_rw_iunlock() {
  0)               |      xfs_iunlock() {
  0)   0.474 us    |        up_read();
  0)   1.433 us    |      }
  0)   2.373 us    |    }
  0)               |    xfs_rw_ilock() {
  0)               |      mutex_lock() {
  0)   0.463 us    |        _cond_resched();
  0)   1.830 us    |      }
  0)               |      xfs_ilock() {
  0)               |        down_write() {
  0)   0.417 us    |          _cond_resched();
  0)   1.260 us    |        }
  0)   2.167 us    |      }
  0)   5.300 us    |    }
  0)               |    xfs_flushinval_pages() {
  0)   0.444 us    |      _spin_lock();
  0)               |      filemap_write_and_wait_range() {
  0)               |        __filemap_fdatawrite_range() {
  0)               |          do_writepages() {
  0)               |            xfs_vm_writepages() {
  0)   0.403 us    |              _spin_lock();
  0)               |              generic_writepages() {
  0)               |                write_cache_pages() {
  0)               |                  tag_pages_for_writeback() {
  0)   0.437 us    |                    _spin_lock_irq();
  0)   0.404 us    |                    _cond_resched();
  0)   2.443 us    |                  }
  0)               |                  pagevec_lookup_tag() {
  0)   0.590 us    |                    find_get_pages_tag();
  0)   1.550 us    |                  }
  0)   5.493 us    |                }
  0)   6.323 us    |              }
  0)   7.950 us    |            }
  0)   8.990 us    |          }
  0) + 10.003 us   |        }
  0)               |        wait_on_page_writeback_range() {
  0)               |          pagevec_lookup_tag() {
  0)   0.414 us    |            find_get_pages_tag();
  0)   1.220 us    |          }
  0)   2.029 us    |        }
  0) + 13.476 us   |      }
  0)               |      truncate_inode_pages_range() {
  0)               |        pagevec_lookup() {
  0)   1.026 us    |          find_get_pages();
  0)   1.973 us    |        }
  0)   0.400 us    |        _cond_resched();
  0)               |        pagevec_lookup() {
  0)   0.653 us    |          find_get_pages();
  0)   1.470 us    |        }
  0)   5.690 us    |      }
  0) + 21.484 us   |    }
  0)               |    xfs_rw_ilock_demote.clone.0() {
  0)               |      xfs_ilock_demote() {
  0)   0.466 us    |        downgrade_write();
  0)   1.410 us    |      }
  0)   0.440 us    |      mutex_unlock();
  0)   3.177 us    |    }
  0)               |    generic_file_aio_read() {
  0)   0.456 us    |      generic_segment_checks();
  0)               |      filemap_write_and_wait_range() {
  0)               |        __filemap_fdatawrite_range() {
  0)               |          do_writepages() {
  0)               |            xfs_vm_writepages() {
  0)   0.407 us    |              _spin_lock();
  0)               |              generic_writepages() {
  0)               |                write_cache_pages() {
  0)               |                  tag_pages_for_writeback() {
  0)   0.403 us    |                    _spin_lock_irq();
  0)   0.404 us    |                    _cond_resched();
  0)   2.067 us    |                  }
  0)               |                  pagevec_lookup_tag() {
  0)   0.420 us    |                    find_get_pages_tag();
  0)   1.210 us    |                  }
  0)   4.526 us    |                }
  0)   5.866 us    |              }
  0)   7.557 us    |            }
  0)   8.370 us    |          }
  0)   9.190 us    |        }
  0)               |        wait_on_page_writeback_range() {
  0)               |          pagevec_lookup_tag() {
  0)   0.410 us    |            find_get_pages_tag();
  0)   1.237 us    |          }
  0)   2.070 us    |        }
  0) + 12.489 us   |      }
  0)               |      xfs_vm_direct_IO() {
  0)   0.410 us    |        xfs_find_bdev_for_inode();
  0)               |        __blockdev_direct_IO() {
  0)               |          __blockdev_direct_IO_newtrunc() {
  0)               |            kmem_cache_alloc() {
  0)   0.406 us    |              _cond_resched();
  0)   1.470 us    |            }
  0)               |            do_direct_IO() {
  0)               |              get_user_pages_fast() {
  0)               |                gup_pud_range() {
  0)               |                  gup_pte_range() {
  0)   0.593 us    |                    get_page();
  0)   1.524 us    |                  }
  0)   2.520 us    |                }
  0)   3.446 us    |              }
  0)               |              xfs_get_blocks_direct() {
  0)               |                __xfs_get_blocks() {
  0)               |                  xfs_ilock_map_shared() {
  0)               |                    xfs_ilock() {
  0)               |                      down_read() {
  0)   0.427 us    |                        _cond_resched();
  0)   1.296 us    |                      }
  0)   2.157 us    |                    }
  0)   3.037 us    |                  }
  0)               |                  xfs_bmapi() {
  0)               |                    xfs_bmap_search_extents() {
  0)               |                      xfs_bmap_search_multi_extents() {
  0)               |                        xfs_iext_bno_to_ext() {
  0)   0.423 us    |                          xfs_bmbt_get_startoff();
  0)   0.406 us    |                          xfs_bmbt_get_blockcount();
  0)   2.177 us    |                        }
  0)               |                        xfs_bmbt_get_all() {
  0)   0.407 us    |                          __xfs_bmbt_get_all();
  0)   1.276 us    |                        }
  0)   4.851 us    |                      }
  0)   5.690 us    |                    }
  0)   7.273 us    |                  }
  0)               |                  xfs_iunlock() {
  0)   0.404 us    |                    up_read();
  0)   1.264 us    |                  }
  0)   0.427 us    |                  xfs_map_buffer();
  0)   0.400 us    |                  xfs_find_bdev_for_inode();
  0) + 15.210 us   |                }
  0) + 16.024 us   |              }
  0)   0.404 us    |              get_page();
  0)   0.416 us    |              put_page();
  0) + 22.853 us   |            }
  0)               |            dio_new_bio() {
  0)   0.411 us    |              bio_get_nr_vecs();
  0)               |              bio_alloc() {
  0)               |                bio_alloc_bioset() {
  0)               |                  mempool_alloc() {
  0)   0.411 us    |                    _cond_resched();
  0)               |                    mempool_alloc_slab() {
  0)   0.547 us    |                      kmem_cache_alloc();
  0)   1.370 us    |                    }
  0)   3.124 us    |                  }
  0)   0.407 us    |                  bio_init();
  0)   5.284 us    |                }
  0)   6.137 us    |              }
  0)   7.846 us    |            }
  0)               |            bio_add_page() {
  0)   0.520 us    |              __bio_add_page();
  0)   1.374 us    |            }
  0)   0.501 us    |            get_page();
  0)   0.430 us    |            put_page();
  0)   0.407 us    |            _spin_lock_irqsave();
  0)   0.417 us    |            _spin_unlock_irqrestore();
  0)               |            submit_bio() {
  0)               |              generic_make_request() {
  0)   0.409 us    |                _cond_resched();
  0)               |                blk_throtl_bio() {
  0)   0.403 us    |                  task_blkio_cgroup();
  0)               |                  throtl_find_tg() {
  0)   0.446 us    |                    __throtl_tg_fill_dev_details();
  0)   1.394 us    |                  }
  0)   0.673 us    |                  blkiocg_update_dispatch_stats();
  0)   4.383 us    |                }
  0)   0.547 us    |                  blk_queue_bounce();
  0)   0.431 us    |                  bio_integrity_enabled();
  0)   0.250 us    |                  _spin_lock_irq();
  0)               |                  elv_queue_empty() {
  0)   0.268 us    |                    noop_queue_empty();
  0)   0.949 us    |                  }
  0)               |                  get_request_wait() {
  0)               |                    get_request() {
  0)   0.262 us    |                      elv_may_queue();
  0)               |                      mempool_alloc() {
  0)   0.227 us    |                        _cond_resched();
  0)               |                        mempool_alloc_slab() {
  0)   0.393 us    |                          kmem_cache_alloc();
  0)   0.855 us    |                        }
  0)   1.751 us    |                      }
  0)   0.277 us    |                      blk_rq_init();
  0)   0.242 us    |                      elv_set_request();
  0)   3.862 us    |                    }
  0)   4.369 us    |                  }
  0)               |                  init_request_from_bio() {
  0)               |                    blk_rq_bio_prep() {
  0)               |                      bio_phys_segments() {
  0)               |                        blk_recount_segments() {
  0)   0.358 us    |                          __blk_recalc_rq_segments();
  0)   0.836 us    |                        }
  0)   1.313 us    |                      }
  0)   1.800 us    |                    }
  0)   2.362 us    |                  }
  0)   0.226 us    |                  _spin_lock_irq();
  0)               |                  elv_queue_empty() {
  0)   0.227 us    |                    noop_queue_empty();
  0)   0.690 us    |                  }
  0)               |                  blk_plug_device() {
  0)               |                    mod_timer() {
  0)               |                      lock_timer_base() {
  0)   0.242 us    |                        _spin_lock_irqsave();
  0)   0.697 us    |                      }
  0)   0.240 us    |                      idle_cpu();
  0)   0.266 us    |                      internal_add_timer();
  0)   0.499 us    |                      _spin_unlock_irqrestore();
  0)   2.991 us    |                    }
  0)   3.553 us    |                  }
  0)               |                  drive_stat_acct() {
  0)   0.341 us    |                    disk_map_sector_rcu();
  0)   0.343 us    |                    part_round_stats();
  0)   1.517 us    |                  }
  0)               |                  __elv_add_request() {
  0)               |                    elv_insert() {
  0)   0.284 us    |                      elv_rqhash_add();
  0)   0.289 us    |                      noop_add_request();
  0)   1.398 us    |                    }
  0)   1.907 us    |                  }
  0) + 24.021 us   |                }
  0) + 30.851 us   |              }
  0) + 31.540 us   |            }
  0)               |            blk_backing_dev_unplug() {
  0)               |              blk_unplug() {
  0)               |                generic_unplug_device() {
  0)   0.227 us    |                  _spin_lock_irq();
  0)               |                  __generic_unplug_device() {
  0)               |                    blk_remove_plug() {
  0)               |                      del_timer() {
  0)               |                        lock_timer_base() {
  0)   0.228 us    |                          _spin_lock_irqsave();
  0)   0.673 us    |                        }
  0)   0.235 us    |                        _spin_unlock_irqrestore();
  0)   1.617 us    |                      }
  0)   2.073 us    |                    }
  0)               |                    scsi_request_fn() {
  0)   0.360 us    |                      get_device();
  0)               |                      blk_peek_request() {
  0)               |                        noop_dispatch() {
  0)   0.313 us    |                          elv_dispatch_sort();
  0)   0.783 us    |                        }
  0)               |                          scsi_setup_fs_cmnd() {
  0)   0.232 us    |                            scsi_prep_state_check();
  0)               |                            scsi_get_command() {
  0)   0.247 us    |                              get_device();
  0)               |                              __scsi_get_command() {
  0)               |                                scsi_host_alloc_command() {
  0)               |                                  scsi_pool_alloc_command() {
  0)   0.540 us    |                                    kmem_cache_alloc();
  0)   0.379 us    |                                    kmem_cache_alloc();
  0)   1.635 us    |                                  }
  0)   2.207 us    |                                }
  0)   2.683 us    |                              }
  0)   0.229 us    |                              _spin_lock_irqsave();
  0)   0.233 us    |                              _spin_unlock_irqrestore();
  0)   4.548 us    |                            }
  0)               |                            scsi_init_io() {
  0)               |                              scsi_init_sgtable() {
  0)               |                                scsi_alloc_sgtable() {
  0)               |                                  scsi_sg_alloc() {
  0)               |                                    mempool_alloc() {
  0)               |                                      mempool_alloc_slab() {
  0)   0.410 us    |                                        kmem_cache_alloc();
  0)   0.889 us    |                                      }
  0)   1.378 us    |                                    }
  0)   1.860 us    |                                  }
  0)   2.453 us    |                                }
  0)   0.295 us    |                                blk_rq_map_sg();
  0)   3.564 us    |                              }
  0)   4.153 us    |                            }
  0) + 10.080 us   |                          }
  0)   0.227 us    |                          scsi_prep_return();
  0) + 12.024 us   |                        }
  0) + 13.871 us   |                      }
  0)               |                      blk_start_request() {
  0)   0.298 us    |                        blk_dequeue_request();
  0)               |                        blk_add_timer() {
  0)               |                          round_jiffies_up() {
  0)   0.275 us    |                            round_jiffies_common();
  0)   0.861 us    |                          }
  0)   1.498 us    |                        }
  0)   2.616 us    |                      }
  0)   0.298 us    |                      _spin_lock();
  0)               |                      scsi_dispatch_cmd() {
  0)   0.282 us    |                        scsi_log_send();
  0)   0.281 us    |                        _spin_lock_irqsave();
  0)               |                        hpsa_scsi_queue_command() {
  0)   0.291 us    |                          _spin_lock_irqsave();
  0)   0.284 us    |                          _spin_unlock_irqrestore();
  0)               |                          cmd_alloc() {
  0)   0.279 us    |                            _spin_lock_irqsave();
  0)   0.287 us    |                            _spin_unlock_irqrestore();
  0)   1.697 us    |                          }
  0)   0.514 us    |                          scsi_dma_map();
  0)               |                          enqueue_cmd_and_start_io() {
  0)   0.285 us    |                            _spin_lock_irqsave();
  0)   0.272 us    |                            _spin_unlock_irqrestore();
  0)   0.313 us    |                            _spin_lock_irqsave();
  0)   0.351 us    |                            SA5_fifo_full();
  0)   0.296 us    |                            _spin_unlock_irqrestore();
  0)   1.310 us    |                            SA5_submit_command();
  0)   0.313 us    |                            _spin_lock_irqsave();
  0)   0.293 us    |                            _spin_unlock_irqrestore();
  0)   6.156 us    |                          }
  0) + 10.977 us   |                        }
  0)   0.351 us    |                        _spin_unlock_irqrestore();
  0) + 13.594 us   |                      }
  0)   0.281 us    |                      _spin_lock_irq();
  0)               |                      blk_peek_request() {
  0)   0.306 us    |                        noop_dispatch();
  0)   0.872 us    |                      }
  0)   0.405 us    |                      put_device();
  0)   0.280 us    |                      _spin_lock_irq();
  0) + 35.944 us   |                    }
  0) + 38.800 us   |                  }
  0) + 39.767 us   |                }
  0) + 40.326 us   |              }
  0) + 40.871 us   |            }
  0)   0.257 us    |            _spin_lock_irqsave();
  0)   0.276 us    |            _spin_unlock_irqrestore();
  0)               |            io_schedule() {
  0)               |              __delayacct_blkio_start() {
  0)               |                ktime_get_ts() {
  0)   0.278 us    |                  set_normalized_timespec();
  0)   0.919 us    |                }
  0)   1.498 us    |              }
  0)               |              schedule() {
  0)   0.287 us    |                rcu_sched_qs();
  0)   0.245 us    |                _spin_lock_irq();
  0)               |                deactivate_task() {
  0)               |                  dequeue_task() {
  0)   0.314 us    |                    update_rq_clock();
  0)               |                    dequeue_task_fair() {
  0)               |                      dequeue_entity() {
  0)               |                        update_curr() {
  0)   0.223 us    |                          task_of();
  0)   0.280 us    |                          account_cfs_rq_runtime();
  0)   1.423 us    |                        }
  0)   0.225 us    |                        task_of();
  0)   0.225 us    |                        clear_buddies();
  0)   0.225 us    |                        update_cfs_load();
  0)   0.265 us    |                        update_cfs_shares();
  0)   3.909 us    |                      }
  0)   0.249 us    |                      hrtick_start_fair();
  0)   4.971 us    |                    }
  0)   6.095 us    |                  }
  0)   6.585 us    |                }
  0)   0.292 us    |                update_shares();
  0)   0.225 us    |                _spin_lock();
  0)   1.292 us    |                find_busiest_group();
  0)   0.229 us    |                _spin_lock();
  0)   0.289 us    |                msecs_to_jiffies();
  0)   0.264 us    |                put_prev_task_fair();
  0)   0.272 us    |                pick_next_task_fair();
  0)   0.293 us    |                pick_next_task_stop();
  0)   0.261 us    |                pick_next_task_rt();
  0)   0.229 us    |                pick_next_task_fair();
  0)   0.248 us    |                pick_next_task_idle();
  0)   0.255 us    |                perf_event_task_sched_out();
  0)   0.223 us    |                native_load_sp0();
  0)   0.234 us    |                native_load_tls();
  0)   0.763 us    |                finish_task_switch();
  0) + 69.587 us   |              }
  0)               |              __delayacct_blkio_end() {
  0)               |                delayacct_end() {
  0)               |                  ktime_get_ts() {
  0)   0.227 us    |                    set_normalized_timespec();
  0)   0.718 us    |                  }
  0)   0.253 us    |                  set_normalized_timespec();
  0)   0.233 us    |                  _spin_lock_irqsave();
  0)   0.238 us    |                  _spin_unlock_irqrestore();
  0)   2.595 us    |                }
  0)   3.065 us    |              }
  0) + 75.358 us   |            }
  0)   0.229 us    |            _spin_lock_irqsave();
  0)   0.424 us    |            _spin_unlock_irqrestore();
  0)               |            dio_bio_complete() {
  0)               |              set_page_dirty_lock() {
  0)   0.227 us    |                _cond_resched();
  0)   0.287 us    |                set_page_dirty();
  0)   0.307 us    |                  page_waitqueue();
  0)   0.289 us    |                  __wake_up_bit();
  0)   1.340 us    |                }
  0)   3.101 us    |              }
  0)   0.272 us    |              put_page();
  0)               |              bio_put() {
  0)               |                bio_fs_destructor() {
  0)               |                  bio_free() {
  0)               |                    mempool_free() {
  0)               |                      mempool_free_slab() {
  0)   0.268 us    |                        kmem_cache_free();
  0)   0.750 us    |                      }
  0)   1.218 us    |                    }
  0)   1.708 us    |                  }
  0)   2.160 us    |                }
  0)   2.642 us    |              }
  0)   7.119 us    |            }
  0)   0.227 us    |            _spin_lock_irqsave();
  0)   0.235 us    |            _spin_unlock_irqrestore();
  0)   0.226 us    |            _spin_lock_irqsave();
  0)   0.233 us    |            _spin_unlock_irqrestore();
  0)   0.259 us    |            dio_complete();
  0)   0.262 us    |            kmem_cache_free();
  0) ! 200.785 us  |          }
  0) ! 201.650 us  |        }
  0) ! 203.285 us  |      }
  0)   0.308 us    |      touch_atime();
  0) ! 218.865 us  |    }
  0)               |    xfs_rw_iunlock() {
  0)               |      xfs_iunlock() {
  0)   0.255 us    |        up_read();
  0)   0.765 us    |      }
  0)   1.238 us    |    }
